"source_table","source_row","method","dataset_or_setting","resolution","train_time_value","train_time_unit","infer_time_value","infer_time_unit","params_m","source_path","note","quality_class","claim_use","quality_reason"
"manual_timing_evidence_20260605.csv","58","LANCET/LBM variant B global VQ e8","Distinct5-512 remote phase1 ablation","512","504.975628","s","95.204088","s","","I:/Github/Latent_Style/SchrodingerBridge/exp/distinct5_512_ema_variant_b_global_vq_b44_remote/logs/training_20260602_054854.csv; I:/Github/Latent_Style/SchrodingerBridge/exp/distinct5_512_ema_variant_b_global_vq_b44_remote/full_eval/epoch_0008/summary.json","Manual remote open. Eight epoch weights and full_eval summaries retained; ablation evidence only.","full_eval_wall_time","candidate_claim_support_with_caveat","Full-eval wall time; infer field is evaluation wall_total, not pure generation unless note says otherwise."
"manual_timing_evidence_20260605.csv","59","LANCET/LBM variant C content guided spatial e8","Distinct5-512 remote phase1 ablation","512","512.740225","s","95.091221","s","","I:/Github/Latent_Style/SchrodingerBridge/exp/distinct5_512_ema_variant_c_content_guided_spatial_b44_remote/logs/training_20260602_062216.csv; I:/Github/Latent_Style/SchrodingerBridge/exp/distinct5_512_ema_variant_c_content_guided_spatial_b44_remote/full_eval/epoch_0008/summary.json","Manual remote open. Eight epoch weights and full_eval summaries retained; ablation evidence only.","full_eval_wall_time","candidate_claim_support_with_caveat","Full-eval wall time; infer field is evaluation wall_total, not pure generation unless note says otherwise."
"manual_timing_evidence_20260605.csv","60","LANCET/LBM variant D VQ content guided e8","Distinct5-512 remote phase1 ablation","512","511.389258","s","95.947257","s","","I:/Github/Latent_Style/SchrodingerBridge/exp/distinct5_512_ema_variant_d_vq_content_guided_b44_remote/logs/training_20260602_065945.csv; I:/Github/Latent_Style/SchrodingerBridge/exp/distinct5_512_ema_variant_d_vq_content_guided_b44_remote/full_eval/epoch_0008/summary.json","Manual remote open. Eight epoch weights and full_eval summaries retained; ablation evidence only.","full_eval_wall_time","candidate_claim_support_with_caveat","Full-eval wall time; infer field is evaluation wall_total, not pure generation unless note says otherwise."
"manual_timing_evidence_20260605.csv","61","LANCET/LBM variant E latent prototype OT queue e8","Distinct5-512 remote phase1 ablation","512","525.351942","s","95.381435","s","","I:/Github/Latent_Style/SchrodingerBridge/exp/distinct5_512_ema_variant_e_latent_prototype_ot_queue_b44_remote/logs/training_20260602_073021.csv; I:/Github/Latent_Style/SchrodingerBridge/exp/distinct5_512_ema_variant_e_latent_prototype_ot_queue_b44_remote/logs/training_20260602_074357.csv; I:/Github/Latent_Style/SchrodingerBridge/exp/distinct5_512_ema_variant_e_latent_prototype_ot_queue_b44_remote/full_eval/epoch_0008/summary.json","Manual remote open. Training spans two logs: epochs 1-7 plus epoch 8 resume log; sum preserves original seconds.","full_eval_wall_time","candidate_claim_support_with_caveat","Full-eval wall time; infer field is evaluation wall_total, not pure generation unless note says otherwise."
"manual_timing_evidence_20260605.csv","62","LANCET/LBM variant J aux hard SWD e3","Distinct5-512 remote compact ablation","512","200.378971","s","95.374295","s","","I:/Github/Latent_Style/SchrodingerBridge/exp/distinct5_512_ema_variant_j_aux_hard_swd_queue_e3_b44_remote/logs/training_20260602_102114.csv; I:/Github/Latent_Style/SchrodingerBridge/exp/distinct5_512_ema_variant_j_aux_hard_swd_queue_e3_b44_remote/full_eval/epoch_0003/summary.json","Manual remote open. Three epoch weights retained; ablation evidence only.","full_eval_wall_time","candidate_claim_support_with_caveat","Full-eval wall time; infer field is evaluation wall_total, not pure generation unless note says otherwise."
"manual_timing_evidence_20260605.csv","63","LANCET/LBM variant K content adaptive e3","Distinct5-512 remote compact ablation","512","198.939151","s","95.610863","s","3.91","I:/Github/Latent_Style/SchrodingerBridge/exp/distinct5_512_ema_variant_k_content_adaptive_vq_queue_e3_b44_remote/logs/training_20260602_104832.csv; I:/Github/Latent_Style/SchrodingerBridge/exp/distinct5_512_ema_variant_k_content_adaptive_vq_queue_e3_b44_remote/full_eval/epoch_0003/summary.json","Manual remote open. E1 is the current compact style anchor; this e3 row is retained as trajectory/audit timing.","full_eval_wall_time","candidate_claim_support_with_caveat","Full-eval wall time; infer field is evaluation wall_total, not pure generation unless note says otherwise."
"manual_timing_evidence_20260605.csv","64","LANCET/LBM variant L content adaptive annealed e3","Distinct5-512 remote compact ablation","512","198.993929","s","95.696412","s","","I:/Github/Latent_Style/SchrodingerBridge/exp/distinct5_512_ema_variant_l_content_adaptive_annealed_queue_e3_b44_remote/logs/training_20260602_110907.csv; I:/Github/Latent_Style/SchrodingerBridge/exp/distinct5_512_ema_variant_l_content_adaptive_annealed_queue_e3_b44_remote/full_eval/epoch_0003/summary.json","Manual remote open. Three epoch weights retained; ablation evidence only.","full_eval_wall_time","candidate_claim_support_with_caveat","Full-eval wall time; infer field is evaluation wall_total, not pure generation unless note says otherwise."
"manual_timing_evidence_20260605.csv","65","LANCET/LBM variant M style gated router e3","Distinct5-512 remote compact ablation","512","199.461370","s","95.980974","s","","I:/Github/Latent_Style/SchrodingerBridge/exp/distinct5_512_ema_variant_m_style_gated_content_router_e3_b44_remote/logs/training_20260602_113035.csv; I:/Github/Latent_Style/SchrodingerBridge/exp/distinct5_512_ema_variant_m_style_gated_content_router_e3_b44_remote/full_eval/epoch_0003/summary.json","Manual remote open. Three epoch weights retained; ablation evidence only.","full_eval_wall_time","candidate_claim_support_with_caveat","Full-eval wall time; infer field is evaluation wall_total, not pure generation unless note says otherwise."
"manual_timing_evidence_20260605.csv","66","LANCET/LBM path kinetic H base e3","Distinct5-512 remote path kinetic","512","198.706799","s","87.371096","s","","I:/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_path_kinetic_h_base_seed42_b44/logs/training_20260603_151707.csv; I:/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_path_kinetic_h_base_seed42_b44/full_eval/epoch_0003/summary.json","Manual remote open. Path kinetic packet has 3 retained epoch weights and separate path-stability probe summary; eval wall_total is full_eval not pure generation.","quick_eval_or_probe_wall_time","audit_full_eval_wall_time_only","Quick eval/probe wall-time from summary; useful for archaeology, not formal headline speed."
"manual_timing_evidence_20260605.csv","67","LANCET/LBM path kinetic H k025 e3","Distinct5-512 remote path kinetic","512","199.039002","s","88.408188","s","","I:/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_path_kinetic_h_base_seed42_b44_k025/logs/training_20260603_154105.csv; I:/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_path_kinetic_h_base_seed42_b44_k025/full_eval/epoch_0003/summary.json","Manual remote open. Path kinetic k025 packet; eval wall_total is full_eval not pure generation.","full_eval_wall_time","candidate_claim_support_with_caveat","Full-eval wall time; infer field is evaluation wall_total, not pure generation unless note says otherwise."
"manual_timing_evidence_20260605.csv","68","LANCET/LBM path kinetic H k000 e3","Distinct5-512 remote path kinetic","512","199.110301","s","88.439775","s","","I:/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_path_kinetic_h_base_seed42_b44_k000/logs/training_20260603_155235.csv; I:/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_path_kinetic_h_base_seed42_b44_k000/full_eval/epoch_0003/summary.json","Manual remote open. Path kinetic k000 packet; eval wall_total is full_eval not pure generation.","full_eval_wall_time","candidate_claim_support_with_caveat","Full-eval wall time; infer field is evaluation wall_total, not pure generation unless note says otherwise."
"manual_timing_evidence_20260605.csv","69","LANCET/LBM SADD repro 38f e8","legacy SADD reproduction","256","334.912205","s","","","","I:/Github/Latent_Style/SchrodingerBridge/exp/sadd_repro_38f_8ep_20260528_225252/logs/training_20260528_225502.csv","Manual remote open. Historical reproduction gate keeps epoch weights and full_eval summaries, but summary lacks usable wall_total timing.","historical_timing_context","historical_context","Historical baseline/context timing; do not mix with current formal claim."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","1","LBM","aaai2027_endpoint_metric_h_omf_flow_huber_seed42_b44","512","","","97.276","s full_eval wall_total from summary.json","6.092","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\aaai2027_endpoint_metric_h_omf_flow_huber_seed42_b44\full_eval\epoch_0001\summary.json","clip_style=0.693; content_lpips=0.356; training_csv_count=2; remote_train.log exists","full_eval_wall_time","candidate_claim_support_with_caveat","Full-eval wall time; infer field is evaluation wall_total, not pure generation unless note says otherwise."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","2","LBM","aaai2027_endpoint_metric_h_omf_flow_huber_seed42_b44","512","","","95.334","s full_eval wall_total from summary.json","6.092","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\aaai2027_endpoint_metric_h_omf_flow_huber_seed42_b44\full_eval\epoch_0002\summary.json","clip_style=0.692; content_lpips=0.365; training_csv_count=2; remote_train.log exists","full_eval_wall_time","candidate_claim_support_with_caveat","Full-eval wall time; infer field is evaluation wall_total, not pure generation unless note says otherwise."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","3","LBM","aaai2027_endpoint_metric_h_omf_flow_huber_seed42_b44","512","","","95.555","s full_eval wall_total from summary.json","6.092","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\aaai2027_endpoint_metric_h_omf_flow_huber_seed42_b44\full_eval\epoch_0003\summary.json","clip_style=0.691; content_lpips=0.350; training_csv_count=2; remote_train.log exists","full_eval_wall_time","candidate_claim_support_with_caveat","Full-eval wall time; infer field is evaluation wall_total, not pure generation unless note says otherwise."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","4","LBM","aaai2027_endpoint_metric_h_omf_flow_l1_seed42_b44","512","","","95.401","s full_eval wall_total from summary.json","6.092","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\aaai2027_endpoint_metric_h_omf_flow_l1_seed42_b44\full_eval\epoch_0001\summary.json","clip_style=0.693; content_lpips=0.362; training_csv_count=2; remote_train.log exists","full_eval_wall_time","candidate_claim_support_with_caveat","Full-eval wall time; infer field is evaluation wall_total, not pure generation unless note says otherwise."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","5","LBM","aaai2027_endpoint_metric_h_omf_flow_l1_seed42_b44","512","","","95.285","s full_eval wall_total from summary.json","6.092","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\aaai2027_endpoint_metric_h_omf_flow_l1_seed42_b44\full_eval\epoch_0002\summary.json","clip_style=0.693; content_lpips=0.372; training_csv_count=2; remote_train.log exists","full_eval_wall_time","candidate_claim_support_with_caveat","Full-eval wall time; infer field is evaluation wall_total, not pure generation unless note says otherwise."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","6","LBM","aaai2027_endpoint_metric_h_omf_flow_l1_seed42_b44","512","","","100.001","s full_eval wall_total from summary.json","6.092","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\aaai2027_endpoint_metric_h_omf_flow_l1_seed42_b44\full_eval\epoch_0003\summary.json","clip_style=0.691; content_lpips=0.355; training_csv_count=2; remote_train.log exists","full_eval_wall_time","candidate_claim_support_with_caveat","Full-eval wall time; infer field is evaluation wall_total, not pure generation unless note says otherwise."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","7","LBM","aaai2027_endpoint_metric_h_omf_flow_mse_seed42_b44","512","","","96.969","s full_eval wall_total from summary.json","6.092","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\aaai2027_endpoint_metric_h_omf_flow_mse_seed42_b44\full_eval\epoch_0001\summary.json","clip_style=0.700; content_lpips=0.517; training_csv_count=2; remote_train.log exists","full_eval_wall_time","candidate_claim_support_with_caveat","Full-eval wall time; infer field is evaluation wall_total, not pure generation unless note says otherwise."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","8","LBM","aaai2027_endpoint_metric_h_omf_flow_mse_seed42_b44","512","","","95.339","s full_eval wall_total from summary.json","6.092","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\aaai2027_endpoint_metric_h_omf_flow_mse_seed42_b44\full_eval\epoch_0002\summary.json","clip_style=0.697; content_lpips=0.548; training_csv_count=2; remote_train.log exists","full_eval_wall_time","candidate_claim_support_with_caveat","Full-eval wall time; infer field is evaluation wall_total, not pure generation unless note says otherwise."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","9","LBM","aaai2027_endpoint_metric_h_omf_flow_mse_seed42_b44","512","","","96.254","s full_eval wall_total from summary.json","6.092","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\aaai2027_endpoint_metric_h_omf_flow_mse_seed42_b44\full_eval\epoch_0003\summary.json","clip_style=0.699; content_lpips=0.520; training_csv_count=2; remote_train.log exists","full_eval_wall_time","candidate_claim_support_with_caveat","Full-eval wall time; infer field is evaluation wall_total, not pure generation unless note says otherwise."
