case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,DualPathFresh_e09_style_specificity,DualPathFresh_e09_structure_preservation,DualPathFresh_e09_artifact_control,DualPathFresh_e09_note
Ukiyo_e__utagawa-toyokuni_the-heian-courtier__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves structure well but lacks impressionistic brushwork and color blending; appears washed out with minimal stylistic transfer.,5,5,5,"Excellent impressionistic rendering with soft edges, vibrant yet blended colors, and faithful preservation of figure and background structure. Minimal artifacts.",3,3,2,Shows some impressionistic texture but suffers from ghosting artifacts and loss of detail in clothing and face; structure is partially distorted.
Early_Renaissance__pisanello_stork-1430__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Faint, washed-out rendering; minimal stylistic interpretation of minimalism; structure preserved but lacks clarity.",5,5,5,Clean geometric abstraction with bold shapes and flat colors; faithful to minimalism while preserving bird anatomy precisely.,3,4,4,Soft watercolor-like texture; some loss of detail and edge definition; stylistic intent is present but less controlled.
Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Renaissance style; retains source’s East Asian aesthetic. Structure is partially preserved but distorted by noise and smearing. Heavy artifacts degrade quality.,5,5,5,"Perfectly transfers Early Renaissance style with accurate iconography, lighting, and texture. Source structure is faithfully preserved without distortion or artifacts.",2,3,2,Does not apply Renaissance style; retains source’s East Asian aesthetic. Structure is partially preserved but degraded by noise and smearing. Heavy artifacts present.
Rococo__louise-elisabeth-vigee-le-brun_the-bather-1792__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly dark and muddy; lacks Rococo lightness and ornamental detail. Structure preserved but style is misapplied.,5,5,5,"Excellent Rococo styling: soft pastels, ornate frame, delicate brushwork. Faithful to source pose and composition. Clean output.",3,4,3,"Moderate Rococo feel with some pastel tones, but background is hazy and indistinct. Slight loss of facial detail and edge softness."
Minimalism__ellsworth-kelly_diagonal-1951__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Faint, washed-out style; line preserved but lacks Ukiyo-e texture or color. Minimal artifacts but poor stylistic fidelity.",5,5,5,Excellent Ukiyo-e paper texture and warm tone; diagonal line perfectly preserved with no distortion or noise. Cleanest output.,3,4,2,Line slightly blurred and noisy; background has mottled artifacts resembling water damage rather than intentional style. Moderate structure retention.
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Very faint Ukiyo-e influence; mostly washed-out with minimal stylistic markers. Structure is preserved but lacks definition. Low artifact presence but also low visual impact.,5,5,5,"Strong Ukiyo_e style transfer with clear color palette, bold outlines, and compositional harmony. Source structure (cows, sailboats, cliffs) is well-preserved. No visible artifacts or distortions.",3,4,4,Moderate Ukiyo_e styling with some color shifts and soft edges. Structure is mostly intact but slightly blurred. Minor artifacts in cloud rendering and water texture.
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style fidelity; appears washed out and lacks Rococo ornamentation. Structure is somewhat preserved but heavily degraded by noise and blur. High artifacts.,5,5,5,"Excellent Rococo style transfer with rich pastel colors, ornate details, and gold accents. Source structure (arches, windows) is well-preserved. Minimal artifacts; clean and coherent.",3,4,3,Moderate style transfer — some Rococo elements present but muted and inconsistent. Structure is mostly preserved but suffers from smudging and color bleeding. Noticeable artifacts on right side.
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed-out; lacks Renaissance texture and detail; structure preserved but style is too diffuse.,5,5,5,"Excellent match to Early Renaissance style with appropriate tonal range, soft modeling, and structural fidelity; minimal artifacts.",3,4,3,Moderate style transfer with some haze and loss of fine detail; structure mostly intact but style is less authentic than Seedream.
Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Minimal style transfer; mostly grayscale with faint ink-wash hints. Structure preserved but lacks Ukiyo-e color, line work, or composition cues.",5,5,5,"Excellent Ukiyo-e emulation: vibrant palette, bold outlines, stylized figures, and compositional framing match target reference. Source structure faithfully retained with artistic enhancement.",3,4,2,"Some atmospheric washes and muted tones suggest ink painting, but lacks defining Ukiyo-e features (color, linearity, pattern). Heavy smudging and loss of detail reduce artifact control."
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Rococo influence; mostly grayscale sketch with heavy vignetting and loss of color/detail. Structure is preserved but overly blurred.,5,5,5,"Excellent Rococo style transfer: ornate frame, pastel palette, rich textures, and faithful preservation of source structure and facial features. Minimal artifacts.",2,3,2,"Similar to LBM — minimal style transfer, mostly monochrome with soft edges. Some structural detail retained but lacks Rococo color, ornamentation, or richness."
Ukiyo_e__utagawa-kuniyoshi_tsuchigumo__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; retains source structure but lacks impressionistic texture or brushwork. Some color bleeding and noise.,5,5,5,"Excellent impressionistic rendering with visible brushstroke-like textures, vibrant yet harmonious colors, and full preservation of original composition and details. No visible artifacts.",3,3,2,"Partial style application with some impressionistic smudging, but significant loss of detail and structural integrity. Heavy artifacts and over-blurring degrade clarity."
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Ukiyo-e influence; structure is preserved but overly washed out; heavy artifacts and loss of detail.,5,5,5,"Excellent Ukiyo_e style transfer with clear color palette, line work, and composition matching the target; structure perfectly preserved; minimal artifacts.",3,4,3,Moderate Ukiyo_e styling with some color and texture hints; structure mostly intact but slightly blurred; noticeable smudging and softening artifacts.
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Renaissance style; appears as a ghostly overlay with no stylistic coherence. Structure is partially preserved but obscured by artifacts.,5,5,5,"Excellent match to Early Renaissance style with proper framing, color palette, and texture. Source structure is perfectly preserved within the new stylistic frame. No visible artifacts.",2,3,2,"Similar to LBM, fails to apply style correctly. Shows ghostly figures and structural distortion. Artifacts are prominent and disruptive."
Minimalism__yves-gaucher_traces-2000__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,5,5,Preserves structure perfectly but fails to apply any impressionist style; output is nearly blank.,5,5,5,Excellent impressionist texture and color while maintaining the source line structure with no artifacts.,3,4,3,"Shows some texture but is overly blurry and noisy, losing fine structural detail and introducing visual artifacts."
Minimalism__robert-ryman_surface-veil-1970__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,2,Fails to apply Ukiyo-e style; output is nearly identical to source with no stylistic transformation. Structure preserved but irrelevant due to lack of style transfer.,5,5,5,Perfectly applies Ukiyo-e framing and aesthetic to the source content. Maintains exact structure while adding authentic stylistic elements like borders and paper texture. No artifacts.,2,3,3,"Attempts Ukiyo-e style with muted tones and soft edges, but lacks clear stylistic markers. Structure is somewhat preserved but blurred. Minor artifacts from over-smoothing."
Early_Renaissance__andrea-mantegna_adoration-of-the-magi-central-panel-from-the-altarpiece__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Very washed-out, pastel tones; lacks Ukiyo-e’s bold lines and color contrast. Structure is somewhat preserved but blurred. Heavy artifacting and loss of detail.",5,5,5,"Excellent Ukiyo-e style transfer: strong outlines, vibrant colors, flat shading, and decorative patterns. Structure well-preserved with minimal artifacts. Best overall match to target style.",3,4,3,"Moderate Ukiyo-e influence — some line work and color blocking present, but overly soft and painterly. Structure mostly intact but lacks crispness. Some smudging and halo artifacts."
Minimalism__pino-pinelli_pittura-r-1993__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Fails to apply minimalism; retains source colors and background. Structure is preserved but lacks stylistic transformation.,5,5,5,Perfectly applies the minimalism style with a clean white background and bold red objects. Structure is perfectly preserved with no artifacts.,3,4,2,Applies a white background but the style is washed out and lacks the boldness of the reference. Significant blurring artifacts are present.
Impressionism__edouard-manet_tarring-the-boat-1873__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out style; lacks Ukiyo-e color and line quality. Structure is preserved but overly blurred. Heavy artifacts from poor style transfer.",5,5,5,"Excellent Ukiyo-e style: bold outlines, flat colors, stylized figures, and traditional composition. Structure perfectly preserved with no visible artifacts.",3,4,3,"Moderate Ukiyo-e influence with some color flattening and line suggestion, but lacks crispness. Structure mostly intact. Some smudging and softness as artifacts."
Ukiyo_e__utagawa-kunisada_not_detected_240381(1)__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Early Renaissance style; retains source’s East Asian aesthetic. Structure is preserved but lacks stylistic transformation. Artifacts include color bleeding and loss of detail.,5,5,5,"Excellent Early Renaissance style transfer with accurate chiaroscuro, drapery, and composition. Structure is well-preserved. No visible artifacts; clean output.",3,4,3,"Partial style transfer with some Renaissance elements (e.g., shading), but still retains too much of the original style. Structure is mostly intact. Minor artifacts in texture and color blending."
