case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMST_e15_style_specificity,SaMST_e15_structure_preservation,SaMST_e15_artifact_control,SaMST_e15_note
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,3,"Overly blurred, loses all structural and stylistic detail; minimalism not meaningfully applied.",5,5,5,"Clean geometric framing, simplified forms, strong adherence to minimalism while preserving source structure and clarity.",3,2,2,Textured overlay obscures structure; partial minimalism but with noisy artifacts and low fidelity.
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Extremely blurry and abstract; loses all structural detail and Rococo ornamentation.,5,5,5,"Excellent Rococo style transfer with ornate columns, soft pastel tones, and preserved figure structure; minimal artifacts.",3,4,3,"Retains structure but applies a muted, aged texture rather than vibrant Rococo; some stylistic ambiguity."
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Completely lost structure and style; appears as a blurred abstract wash with no discernible figure or Ukiyo-e traits.,5,5,5,"Strong Ukiyo-e aesthetic: bold outlines, flat color planes, stylized anatomy, and decorative background elements. Structure of source figure and columns preserved cleanly with minimal artifacts.",3,4,3,"Retains figure and column structure but applies a painterly, textured effect that dilutes Ukiyo-e specificity. Some color bleeding and edge softness introduce minor artifacts."
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,1,"Highly abstracted, loses Renaissance structure and style; heavy smearing and loss of detail.",5,5,5,"Excellent preservation of Early Renaissance composition, drapery, and architectural framing; minimal artifacts.",3,4,3,Retains structure but style is muted and slightly washed out; minor color shifts and softness reduce fidelity.
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Impressionism,Early_Renaissance,Impressionism,SaMST_e15,SaMST_e15,Seedream_repaired750,SaMST_e15,4,2,2,1,Overly blurred and abstract; loses both structure and recognizable style cues.,3,5,3,Preserves structure well but applies minimal stylistic transformation; appears close to source.,5,4,5,"Strong Impressionist brushwork and color palette; retains structure with clean, artifact-free rendering."
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,2,"Overly blurred, loses all structural and stylistic fidelity; appears as noise rather than minimalism.",5,5,5,Clean vector-like simplification with flat colors and bold outlines; preserves composition while enforcing minimalism effectively.,3,3,3,Retains some structure but introduces noisy texture and inconsistent simplification; style is ambiguous between minimalism and sketch.
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,1,"Severely degraded; style is indistinct, structure is lost, heavy artifacts.",5,5,5,Excellent Rococo style transfer with perfect structure preservation and no artifacts.,4,4,4,"Good style and structure, but slightly less refined than D."
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,SaMST_e15,SaMST_e15,SaMST_e15,SaMST_e15,5,2,2,1,"Extremely blurry and indistinct; Ukiyo-e style is nearly absent, structure is lost, heavy artifacts.",3,4,3,Moderate Ukiyo-e influence with visible line work and color blocking; structure mostly preserved but some softening and minor artifacts.,5,5,5,"Strong Ukiyo-e style with bold outlines, flat color planes, and decorative patterns; structure perfectly preserved; minimal to no artifacts."
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,SaMST_e15,SaMST_e15,Seedream_repaired750,SaMST_e15,4,2,2,1,Overly blurred and abstract; loses architectural detail and stylistic coherence.,3,5,3,Strong structural fidelity with circular framing; moderate Renaissance style but slightly muted palette.,5,4,5,"Excellent Early Renaissance style with clear brushwork, color harmony, and minimal artifacts; slight loss of fine structure in upper right."
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Extremely blurry and abstract; loses all structural detail and fails to convey Impressionist brushwork or color harmony.,5,5,5,"Strong Impressionist style with visible brushstrokes, vibrant colors, and clear preservation of original composition and shapes.",4,4,4,Good stylistic match with expressive strokes and color palette; minor artifacts in edge blending but overall coherent structure.
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and abstract; loses all structural and stylistic coherence.,5,5,5,"Perfectly captures minimalism through clean geometry, flat color blocks, and preserved composition.",3,3,3,Minimalist in tone but overly textured and noisy; structure is partially preserved but lacks clarity.
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,2,Overly blurred and abstract; loses both Rococo elegance and structural clarity.,5,5,5,Strong Rococo palette and ornamental detail; preserves source structure cleanly with minimal artifacts.,4,4,3,Good Rococo styling but slightly over-saturated and minor edge artifacts reduce fidelity.
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Extremely blurry and indistinct; fails to convey Early Renaissance style or preserve source structure.,5,5,5,"Strongly captures Early Renaissance palette, composition, and figure rendering while preserving source layout with minimal artifacts.",4,4,3,Good stylistic emulation but slightly over-saturated and less precise in structural fidelity compared to D.
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,4,"Very muted, lacks clear Impressionist brushwork; structure is preserved but style is weak and blurry.",5,5,5,Strong Impressionist palette and visible brushstrokes; source structure well preserved with minimal artifacts.,4,4,3,"Vivid colors and some Impressionist feel, but slightly oversaturated and minor color bleeding artifacts present."
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,3,Overly blurred and abstract; loses all structural detail and minimalism is not clearly expressed.,5,4,4,"Strong minimalism with clean shapes, muted palette, and preserved composition; minor artifacts in texture blending.",3,3,2,Minimalist line-art style but introduces excessive noise and grid artifacts; structure partially retained.
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,LBM-PS-v2_e13,4,2,5,5,Preserves source structure well but lacks Rococo stylistic traits; appears blurred and indistinct.,5,3,4,Strong Rococo aesthetic with ornate framing and soft pastel tones; some structural distortion but visually coherent.,4,4,3,Moderate Rococo influence with decorative elements; minor artifacts and slight over-saturation reduce polish.
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,"Completely lost structure and style; appears as a blurred, indistinct wash with no discernible figures or Ukiyo-e characteristics.",5,5,5,"Excellent preservation of source composition and strong Ukiyo-e styling (flat colors, bold outlines, stylized figures). Minimal artifacts.",4,4,4,"Good Ukiyo-e style and structure, but slightly less crisp than D; minor color bleeding and softer edges reduce overall fidelity."
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,SaMST_e15,SaMST_e15,Seedream_repaired750,SaMST_e15,4,2,3,2,Overly blurred and painterly; loses Renaissance detail and structure.,3,5,4,Strong structural fidelity; moderate style transfer with slight softening.,5,4,5,Excellent Early Renaissance style match; clean output with minimal artifacts.
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Impressionism,Early_Renaissance,Impressionism,SaMST_e15,SaMST_e15,Seedream_repaired750,SaMST_e15,4,2,1,1,"Severely degraded; almost entirely obscured by haze and smearing, losing both structure and style clarity.",3,5,4,Excellent structure retention with clear architectural and figure outlines; moderate impressionistic brushwork applied without major artifacts.,5,4,5,Strongest Impressionist style with vibrant color washes and visible brush texture; structure well preserved with minimal artifacts.
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Overly blurred; minimalism not clearly expressed, structure lost in haze.",5,5,5,Clean geometric abstraction with clear composition; faithful to minimalism and source layout.,3,4,3,Sketch-like texture introduces noise; structure preserved but style less minimal.
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy blur and smudging obscure both style and structure; Rococo elements are indistinct.,5,5,5,"Faithfully renders Rococo’s pastel palette, ornate framing, and soft modeling while preserving original composition and figures with minimal artifacts.",4,4,4,"Strong Rococo styling and good structure, but slightly less refined in color harmony and edge clarity compared to D."
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,1,Extremely blurry and washed out; loses nearly all structural detail and Ukiyo-e stylistic markers.,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color planes, and decorative patterns; preserves source composition faithfully with minimal artifacts.",4,4,4,Good stylistic adaptation with stylized figures and muted tones; slight loss of fine detail but retains structure well with minor artifacts.
Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy blur and smudging obscure both style and structure; Early Renaissance details are lost.,5,5,5,"Faithfully replicates Early Renaissance palette, brushwork, and composition with minimal artifacts.",4,4,4,"Good stylistic match and structure retention, but slight color saturation and edge softness reduce precision."
Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and abstract; loses all structural detail and fails to convey Impressionist brushwork or color harmony.,5,5,5,"Excellent Impressionist rendering with visible brushstrokes, soft edges, and warm palette while preserving original composition and figures.",3,4,3,"Retains structure well but applies a stylized, almost cartoonish filter rather than true Impressionist texture; colors are saturated but lack painterly nuance."
Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,4,Overly blurred and abstract; loses stylistic intent and structural clarity.,5,5,5,"Clean minimalism with preserved composition, bold colors, and no artifacts.",3,4,3,Sketchy texture introduces noise; structure partially retained but style diluted.
