case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,QEdgePattn_e01_style_specificity,QEdgePattn_e01_structure_preservation,QEdgePattn_e01_artifact_control,QEdgePattn_e01_note,DualPath_e01_style_specificity,DualPath_e01_structure_preservation,DualPath_e01_artifact_control,DualPath_e01_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note
Ukiyo_e__utagawa-toyokuni_the-heian-courtier__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Faint impressionistic washes applied but lack color vibrancy and brushwork; structure preserved but style is weak and muddy.,2,4,3,"Similar to QEdgePattn — minimal stylistic transfer, mostly retains original line art with slight texture overlay; no strong impressionist traits.",5,5,5,"Strong impressionist rendering: visible brushstrokes, soft edges, warm palette, and atmospheric blending while preserving figure pose, clothing pattern, and background elements cleanly."
Early_Renaissance__pisanello_stork-1430__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Faint, washed-out rendering; minimal stylistic shift from source; some texture loss but no major artifacts.",2,4,3,Nearly identical to QEdgePattn_e01; lacks clear minimalism; structure preserved but style not enforced.,5,5,5,"Strong minimalism: flat colors, bold outlines, simplified forms; structure perfectly preserved; clean output with no artifacts."
Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to capture Early Renaissance style; appears as a faded, abstracted version of source with no stylistic transfer. Structure is partially preserved but distorted. High artifacts and low fidelity.",2,3,2,"Identical output to QEdgePattn_e01 — likely a duplicate or failed run. No stylistic transfer, minimal structure preservation, high artifacts.",5,5,5,"Excellent transfer of Early Renaissance style: chiaroscuro, drapery, halo, and compositional framing match target reference. Source structure (figure pose, object placement) is faithfully preserved. Minimal artifacts; clean edges and coherent lighting."
Rococo__louise-elisabeth-vigee-le-brun_the-bather-1792__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style specificity; appears washed out and lacks Rococo ornamentation. Structure is somewhat preserved but blurred. High artifacts due to poor style transfer.,2,3,2,"Similar to QEdgePattn_e01 — minimal Rococo styling, overly soft and hazy. Structure retained but degraded by blur. Artifacts from diffusion noise and lack of detail.",5,5,5,"Excellent Rococo style: ornate frame, pastel tones, decorative elements. Structure perfectly preserved. No visible artifacts; clean, high-fidelity output."
Minimalism__ellsworth-kelly_diagonal-1951__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Fails to apply Ukiyo-e style; output is a blurred, abstract version of the source with no stylistic elements. Structure is preserved but visually degraded.",2,4,3,"Similar to QEdgePattn_e01; lacks Ukiyo-e characteristics. The diagonal line is preserved but surrounded by indistinct, noisy artifacts.",5,5,5,"Perfectly applies the Ukiyo-e style from the reference, including the aged paper texture and color palette. The source structure (diagonal line) is preserved exactly, and there are no visible artifacts."
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; lacks Ukiyo-e linearity or color blocking. Structure is partially preserved but heavily degraded by haze-like artifacts.,2,3,2,"Similar to QEdgePattn — overly soft, low contrast, no clear Ukiyo-e stylistic markers. Structure is somewhat retained but obscured by smudging.",5,5,5,"Strong Ukiyo-e aesthetic: bold outlines, flat color planes, stylized clouds and water. Source structure (cows, cliffs, sails) is clearly preserved with minimal artifacts."
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; minimal Rococo detail or color fidelity; structure is barely discernible due to heavy smoothing.,2,3,2,"Similar to QEdgePattn — overly diffuse, lacks Rococo ornamental richness; structural outlines are faint and indistinct.",5,5,5,"Excellent Rococo style transfer: rich pastel pinks/golds, ornate architectural details preserved clearly, no visible artifacts or blurring."
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and smudged; loses facial detail and texture. Style is vague, not clearly Early Renaissance. Heavy artifacts from over-smoothing.",2,3,2,"Similar to QEdgePattn — soft, hazy output with poor definition. Lacks stylistic fidelity to target sketch. Minor structural loss but significant artifacting via blur.",5,5,5,"Excellent preservation of source structure and facial features. Style successfully mimics Early Renaissance painting techniques (soft modeling, chiaroscuro, muted palette). No visible artifacts or distortions."
Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,QEdgePattn_e01,Seedream_repaired750,4,2,5,3,Preserves structure well but lacks Ukiyo-e color/style; heavy fog/artifacts obscure content.,2,4,2,Similar to QEdgePattn but with more pronounced smudging and loss of detail; poor style transfer.,5,4,5,Strong Ukiyo-e aesthetic with vibrant colors and clean rendering; minor structural softening but overall excellent.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Rococo style; remains grayscale sketch with no color or ornamental detail. Structure preserved but lacks stylistic transformation.,2,3,2,Identical to QEdgePattn_e01 — no stylistic transfer achieved. Grayscale output ignores target’s color and Rococo motifs.,5,5,5,"Successfully applies Rococo style: pastel colors, ornate frame, rich textures, and period-appropriate attire. Structure perfectly preserved with no artifacts."
Ukiyo_e__utagawa-kuniyoshi_tsuchigumo__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,QEdgePattn_e01,QEdgePattn_e01,4,2,5,5,Preserves source structure perfectly but fails to apply Impressionist style; output is nearly identical to source.,2,5,5,"Identical to QEdgePattn_e01; no style transfer applied, perfect structure and artifact control.",4,3,3,"Successfully applies Impressionist brushwork and color palette, but introduces slight structural distortion and minor artifacts in background details."
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed out, low contrast, and lacks Ukiyo-e color palette or line work. Structure is preserved but style is nearly absent.",2,3,2,"Similar to QEdgePattn_e01 — overly faded, poor color fidelity, and no clear Ukiyo-e stylistic markers. Structure intact but visually weak.",5,5,5,"Excellent Ukiyo-e style transfer: bold outlines, flat color blocks, traditional composition, and clean rendering. Structure perfectly preserved with no artifacts."
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Poor style transfer; appears as a distorted, low-fidelity copy with heavy artifacts and no clear Renaissance aesthetic.",2,3,2,"Similar to QEdgePattn_e01; fails to capture style, introduces visual noise and structural distortion without meaningful improvement.",5,5,5,"Excellent style transfer matching Early Renaissance characteristics (color palette, composition, framing); preserves source structure faithfully; minimal artifacts."
Minimalism__yves-gaucher_traces-2000__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,QEdgePattn_e01,QEdgePattn_e01,4,2,5,5,"Preserves source structure perfectly with minimal artifacts, but applies almost no impressionistic style — appears nearly identical to source.",2,4,4,Slightly more texture than QEdgePattn but still very faint style application; structure mostly preserved with minor blurring artifacts.,4,3,3,Best impressionistic style transfer with visible brushwork and color variation; structure slightly softened but recognizable; some color banding artifacts present.
Minimalism__robert-ryman_surface-veil-1970__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,Fails to apply any Ukiyo-e style; output is nearly identical to source with only minor blur. No stylistic elements transferred.,1,2,1,Same as QEdgePattn — no style transfer occurred. Output is a slightly blurred version of the source paper texture. Completely misses target style.,5,4,5,"Successfully applies Ukiyo-e aesthetic: woodblock print borders, muted earth tones, stylized framing, and subtle texture matching the reference. Structure of the paper is preserved but stylized appropriately. Clean output with no artifacts."
Early_Renaissance__andrea-mantegna_adoration-of-the-magi-central-panel-from-the-altarpiece__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast; Ukiyo-e linearity and color blocking largely lost. Structure is recognizable but blurry. Heavy smearing and loss of detail.",2,3,2,Similar to QEdgePattn_e01 — overly soft and desaturated. Fails to capture bold outlines or flat color regions typical of Ukiyo-e. Some structural coherence remains but with significant blur.,5,5,5,"Excellent Ukiyo-e style transfer: strong outlines, flat color areas, stylized figures, and appropriate color palette. Structure is well-preserved with clear composition. Minimal artifacts; clean edges and consistent texture."
Minimalism__pino-pinelli_pittura-r-1993__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply minimalism; output is washed out and lacks color fidelity or stylistic intent. Structure is preserved but visually degraded.,2,3,2,"Similar to QEdgePattn — minimal style transfer, overly bright/bleached appearance. No clear adoption of target minimalism aesthetic.",5,5,5,"Perfectly preserves source structure while applying clean, flat-color minimalism. Red ovals remain vivid against white background with no artifacts — matches target style intent precisely."
Impressionism__edouard-manet_tarring-the-boat-1873__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Very low style transfer; appears mostly unmodified with slight haze. Structure preserved but lacks Ukiyo-e characteristics.,2,4,3,"Similar to QEdgePattn_e01; minimal stylistic change, slight blurring/artifacts. Structure intact but no Ukiyo-e traits.",5,5,5,"Excellent Ukiyo-e style transfer: bold outlines, flat color areas, stylized figures, and traditional composition. Structure perfectly preserved with no visible artifacts."
Ukiyo_e__utagawa-kunisada_not_detected_240381(1)__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; retains source aesthetic with slight texture smoothing. Structure preserved but lacks Renaissance stylistic markers.,2,4,3,Nearly identical to QEdgePattn_e01; no meaningful style infusion. Fails to apply Early_Renaissance characteristics.,4,5,5,"Successfully applies Early_Renaissance style (architectural elements, chiaroscuro, halo motif) while preserving source composition. Clean output with no visible artifacts."
Minimalism__tony-smith_die-1968__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,Severely blurred; no Ukiyo-e style applied; structure distorted.,1,2,1,Same as QEdgePattn — completely failed to transfer style or preserve structure.,4,5,5,Preserves cube geometry perfectly; applies subtle warm tone and soft edge consistent with Ukiyo-e aesthetic; minimal artifacts.
