case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,Hold4TwoStage_e12_style_specificity,Hold4TwoStage_e12_structure_preservation,Hold4TwoStage_e12_artifact_control,Hold4TwoStage_e12_note
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image is overly blurred and lacks Rococo characteristics. Structure is preserved but degraded by blur. Significant artifacts from over-smoothing.,5,5,5,Excellent Rococo style transfer with ornate frame and soft pastel tones. Perfect structure preservation and no visible artifacts.,2,3,2,Minimal style transfer; image remains close to source with slight color shift. Structure is mostly preserved but suffers from smudging and noise artifacts.
Ukiyo_e__utagawa-toyokuni_the-heian-courtier__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; retains source structure but lacks Impressionist texture or brushwork. Slight color wash present but not stylistically coherent.,5,5,5,"Excellent Impressionist rendering with visible brushstrokes, soft edges, and atmospheric color blending while preserving figure pose, garment details, and background elements faithfully.",3,2,2,Overly faded and washed-out output; loses structural clarity and detail. Style is vague — some Impressionist haze but no coherent brushwork or color harmony. Significant degradation in legibility.
Early_Renaissance__pisanello_stork-1430__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out rendering; minimal style transfer, retains source texture but lacks minimalism clarity.",5,5,5,"Clean geometric shapes, bold outlines, flat colors — strong minimalism while preserving bird structure and posture.",3,4,3,Soft gradient washes suggest abstraction but lack crisp minimalism; structure preserved but style is ambiguous.
Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Renaissance style; structure partially preserved but distorted; noticeable artifacts and color bleeding.,5,5,5,"Strong Early Renaissance style match; excellent structure preservation; minimal artifacts, clean output.",1,2,1,No discernible Renaissance style; structure heavily degraded; severe artifacts and loss of detail.
Rococo__louise-elisabeth-vigee-le-brun_the-bather-1792__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,4,"Soft, hazy Rococo-like atmosphere but lacks ornamental detail; structure preserved but style is vague.",5,5,5,"Excellent Rococo styling with ornate frame, soft pastel tones, and faithful pose/structure; no visible artifacts.",2,2,1,Severe blocky artifacts distort face and body; style attempt is present but overwhelmed by degradation.
Minimalism__ellsworth-kelly_diagonal-1951__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Faint, washed-out style; line preserved but lacks Ukiyo-e texture/color. Minimal artifacts but poor stylistic fidelity.",5,5,5,Excellent Ukiyo-e paper texture and color tone; diagonal line perfectly preserved with no artifacts. Best overall match.,3,2,1,Strong blue circular artifacts along the line; structure distorted. Style attempt visible but overwhelmed by noise.
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very low style specificity; output is a washed-out, blurry version of the source with no clear Ukiyo-e characteristics. Structure is somewhat preserved but degraded by heavy blur.",5,5,5,"Excellent style transfer with clear Ukiyo-e aesthetic (bold outlines, flat color areas, stylized clouds). Structure is well-preserved and artifacts are minimal.",2,3,2,Low style specificity; output is overly hazy and lacks distinct Ukiyo-e features. Structure is visible but obscured by heavy atmospheric blur and low contrast.
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very low style specificity; appears as a washed-out, overexposed version of the source with minimal Rococo influence. Structure is somewhat preserved but heavily degraded by artifacts and lack of detail.",5,5,5,"Excellent Rococo style transfer: ornate details, pastel pinks/golds, and decorative elements match the target reference. Source structure (architectural facade) is well-preserved with high fidelity and no visible artifacts.",3,2,2,Some Rococo color hints (pink/cream) but overly textured and noisy; structure is distorted with blotchy artifacts and loss of architectural definition. Style application is inconsistent.
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and lacks Renaissance texture or chiaroscuro. Structure is preserved but overly blurred.,5,5,5,"Excellent style transfer with appropriate tonal range, soft blending, and classical portrait aesthetics. Structure is perfectly preserved with no artifacts.",1,2,1,Severe artifacts and structural distortion. Style is not recognizable; image is heavily degraded with smearing and loss of facial features.
Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Very faint, washed-out output. Structure is preserved but style is barely perceptible, resembling a faded sketch rather than Ukiyo-e.",5,5,5,"Excellent transfer. Captures the color palette, line work, and composition of Ukiyo-e while perfectly preserving the source scene's geometry and details.",3,3,2,"Shows some texture and color variation, but the output is noisy and lacks the clean lines and distinct color blocking of the target style. Structure is somewhat distorted."
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Rococo influence; structure preserved but overly washed out and lacks color/detail.,5,5,5,"Excellent Rococo styling with rich colors, ornate frame, and faithful structure preservation. No visible artifacts.",3,2,1,Some Rococo elements present but heavily distorted; severe structural degradation and heavy artifacts obscure content.
Ukiyo_e__utagawa-kuniyoshi_tsuchigumo__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; output resembles a faded version of source with no impressionistic brushwork or color treatment. Structure is preserved but overly degraded.,5,5,5,Excellent impressionistic rendering with visible brushstroke-like textures and soft color blending. Source structure fully preserved with no artifacts or distortion.,2,4,3,Minimal style transfer; mostly retains source appearance with slight blurring. Structure is well preserved but lacks any impressionistic characteristics.
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint style transfer; Ukiyo-e elements barely visible. Structure preserved but washed out. Heavy artifacts and low contrast.,5,5,5,"Excellent Ukiyo-e style application with bold lines, flat color blocks, and traditional composition. Source structure perfectly preserved. Clean output with no artifacts.",2,3,2,"Similar to LBM — very weak style transfer, almost indistinguishable from source. Structure intact but obscured by noise/artifacts. No clear Ukiyo-e characteristics."
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, ghostly figures with minimal stylistic rendering; lacks Renaissance texture and color depth; structure partially preserved but heavily degraded by haze.",5,5,5,"Excellent Early Renaissance style: rich pigments, chiaroscuro, arched frame, detailed drapery and foliage; source composition fully preserved with no artifacts.",3,4,3,Moderate style transfer with some Renaissance tones and framing; structure mostly intact but suffers from smudging and low contrast; artifacts visible in figure outlines.
Minimalism__yves-gaucher_traces-2000__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,2,1,Almost entirely blank; no impressionistic texture or color variation; structure barely preserved as a faint line.,4,5,4,Strong impressionistic brushwork and atmospheric tones; source line clearly preserved; minor smudging but overall clean.,2,3,2,Some soft blending suggests impressionism but lacks distinct brush texture; structure visible but blurred; noticeable halo artifacts around the line.
Minimalism__robert-ryman_surface-veil-1970__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,2,Fails to apply any Ukiyo-e style; output is nearly identical to source with no artistic transformation.,5,5,5,"Perfectly preserves source structure while applying a clean, stylized Ukiyo-e aesthetic with appropriate framing and color palette.",2,3,1,"Shows some structural awareness but suffers from severe artifacts and noise, failing to convey a coherent style."
Early_Renaissance__andrea-mantegna_adoration-of-the-magi-central-panel-from-the-altarpiece__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Very washed-out, lacks Ukiyo-e color and line quality; structure is somewhat preserved but overly blurred.",5,5,5,Excellent Ukiyo-e style transfer with strong color palette and line work; structure is well-preserved and artifacts are minimal.,3,4,3,Moderate Ukiyo-e style with some color and line presence; structure is mostly preserved but with noticeable blurring and artifacts.
Minimalism__pino-pinelli_pittura-r-1993__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Faded, washed-out reds; minimal color fidelity to source or target style. Structure preserved but lacks vibrancy and clarity.",5,5,5,"Strong minimalism: clean white background, bold saturated reds matching source shape, no artifacts. Excellent balance of style and structure.",3,4,4,Light pink tones dilute the red; structure well-preserved but color drift reduces style specificity. Minor softness in edges.
Impressionism__edouard-manet_tarring-the-boat-1873__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out style; lacks Ukiyo-e color and line quality. Structure is preserved but blurred. Heavy artifacts from over-smoothing.",5,5,5,"Excellent Ukiyo-e style transfer with bold lines, flat colors, and stylized shading. Structure is perfectly preserved. No visible artifacts.",2,3,2,Similar to LBM — overly hazy and desaturated. Fails to capture Ukiyo-e’s graphic nature. Structure is somewhat lost in blur. Significant smudging artifacts.
Ukiyo_e__utagawa-kunisada_not_detected_240381(1)__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out style transfer; structure partially preserved but colors and textures lack Renaissance clarity; artifacts from over-smoothing.",5,5,5,"Excellent Early Renaissance style match with rich chiaroscuro, accurate anatomy, and clean rendering; structure fully preserved with no visible artifacts.",1,2,1,Severely degraded output; almost entirely lost structure and style; heavy blurring and color bleeding indicate major artifacts.
