case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,QEdgePattn_e03_style_specificity,QEdgePattn_e03_structure_preservation,QEdgePattn_e03_artifact_control,QEdgePattn_e03_note
Early_Renaissance__pisanello_stork-1430__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out rendering; minimal stylistic interpretation; structure preserved but lacks clarity or intentional simplification.",5,5,5,Clean geometric abstraction with bold color blocks and simplified forms; perfectly captures minimalism while preserving bird anatomy and posture.,3,4,3,Soft watercolor-like wash with edge emphasis; partially achieves minimalism but retains too much texture and ambiguity for true minimal style.
Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Renaissance style; source content distorted into abstract shapes with poor structural fidelity and visible artifacts.,5,5,5,Excellent Early Renaissance style match; source figure preserved with high structural integrity and minimal artifacts.,2,3,2,Minimal style transfer; source content largely unchanged but lacks Renaissance characteristics; some edge artifacts present.
Rococo__louise-elisabeth-vigee-le-brun_the-bather-1792__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Structure preserved but style is vague and lacks Rococo ornamentation; soft blur reduces clarity.,5,5,5,"Excellent Rococo styling with ornate frame, soft pastel tones, and faithful structure; minimal artifacts.",3,4,4,Moderate style transfer with some Rococo hints; structure intact but edges slightly softened; minor haze.
Minimalism__ellsworth-kelly_diagonal-1951__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,4,3,Minimal style transfer; appears nearly identical to source with only slight edge darkening. No Ukiyo-e characteristics applied.,5,5,5,"Excellent Ukiyo-e style application: warm parchment background, subtle texture, and appropriate color palette. Structure perfectly preserved with clean diagonal line. No artifacts.",2,4,2,"Slight stylistic shift with soft blur and muted tones, but lacks clear Ukiyo-e features. Some haloing around the diagonal line indicates minor artifacting."
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Very faint Ukiyo-e influence; mostly washed-out tones with minimal stylistic markers. Structure is preserved but lacks definition. Low artifact presence but also low visual impact.,5,5,5,"Strong Ukiyo-e aesthetic: bold outlines, flat color planes, stylized clouds and water. Source structure (sailboat, cliffs, cattle) is clearly retained and enhanced. Clean rendering with no visible artifacts.",3,4,4,"Moderate Ukiyo-e feel via soft washes and muted palette, but lacks defining line work or compositional stylization. Structure is well-preserved. Minor smudging artifacts present but not distracting."
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Rococo color wash but lacks detail; structure is blurred and indistinct; heavy edge artifacts and low fidelity.,5,5,5,"Excellent Rococo aesthetic with ornate details, pastel palette, and gold accents; source architecture preserved clearly; minimal artifacts.",2,3,2,"Similar to LBM-Knee_e13 — overly smoothed, loss of texture and structure; weak style transfer with visible edge degradation."
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; output is nearly identical to source with only slight blurring. No Renaissance characteristics applied. Structure preserved but no stylistic adaptation.,5,5,5,"Excellent Early Renaissance style: warm chiaroscuro, soft modeling, classical composition, and appropriate texture. Faithfully preserves facial structure and pose. Clean output with no artifacts.",3,4,3,"Moderate style transfer with some Renaissance-like softness and color palette, but lacks depth and classical refinement. Slight haze and edge smearing reduce clarity. Structure mostly preserved but with minor distortion."
Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, almost monochrome output; lacks color and texture of Ukiyo-e. Structure is preserved but overly washed out. Minimal stylistic transfer.",5,5,5,"Excellent Ukiyo-e style transfer with rich colors, gradient sky, and traditional composition. Source structure (harbor scene) is well preserved. No visible artifacts.",2,3,3,Slightly more contrast than C but still very pale and lacks color/texture of Ukiyo-e. Structure is somewhat preserved but blurry. Minor smudging artifacts.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Rococo influence; mostly monochrome sketch with minimal color or ornamental detail. Structure is preserved but lacks stylistic richness. Heavy vignetting and low contrast reduce clarity.,5,5,5,"Excellent Rococo styling: soft pastel palette, ornate frame, delicate lace and ribbons, and gentle lighting. Source structure (face, fur hat, pose) is well preserved. No visible artifacts; clean rendering.",2,3,2,"Similar to LBM — very desaturated, sketch-like output with negligible Rococo elements. Structure is recognizable but obscured by heavy noise and edge artifacts. Poor color fidelity and stylistic transfer."
Ukiyo_e__utagawa-kuniyoshi_tsuchigumo__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; retains source structure but lacks Impressionist texture or brushwork. Slight color washes but no coherent stylistic shift.,5,5,5,"Strong Impressionist rendering with visible brushstrokes, soft edges, and muted palette while preserving original composition and figures. Clean output with no artifacts.",3,4,4,"Moderate style application — some textural softening and color blending, but less consistent than Seedream. Structure preserved well; minor edge halos present."
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out output; minimal Ukiyo-e style transfer, poor color and line definition, but structure is somewhat preserved.",5,5,5,"Excellent Ukiyo-e style with bold lines, flat color planes, and decorative background elements. Structure perfectly preserved with no artifacts.",2,3,2,"Similar to LBM — overly faded, lacks strong Ukiyo-e characteristics, structure barely visible, high noise/artifact presence."
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply Renaissance style; appears as a faded, ghostly overlay with no stylistic coherence. Structure is partially preserved but visually degraded.",5,5,5,"Excellent match to Early Renaissance style: warm palette, chiaroscuro, arched frame, and painterly texture. Source content accurately mapped within new stylistic context. No artifacts.",2,3,2,"Similar to LBM — retains source structure but applies no meaningful Renaissance style. Appears as a washed-out, low-contrast version of the original with minor edge artifacts."
Minimalism__yves-gaucher_traces-2000__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Minimal style transfer; mostly blank with faint line. Structure preserved but no impressionistic texture or color.,5,5,5,Strong impressionist brushwork and color palette applied while preserving the horizontal line structure. Clean output with no visible artifacts.,3,4,3,"Some soft texture applied, but overly blurred and washed out. Line preserved but style lacks richness and detail compared to target."
Minimalism__robert-ryman_surface-veil-1970__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,2,"Fails to apply Ukiyo-e style; output is nearly blank with faint texture. Structure is preserved but visually empty. No artifacts, but no meaningful content either.",5,5,5,"Perfectly applies Ukiyo-e style with accurate color palette, brushwork, and composition. Source structure (paper on wall) is preserved within the stylized frame. Clean output with no artifacts.",1,2,3,"No Ukiyo-e style applied; output is a washed-out, noisy version of the source. Structure is barely discernible due to heavy noise and low contrast. Artifacts from noise are present but not disruptive since content is absent."
Early_Renaissance__andrea-mantegna_adoration-of-the-magi-central-panel-from-the-altarpiece__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out style; lacks Ukiyo-e color and line quality. Structure is somewhat preserved but blurry. Heavy artifacts and low contrast.",5,5,5,"Excellent Ukiyo-e style transfer with bold lines, vibrant colors, and flat shading matching the reference. Structure is well-preserved with clear figures and composition. Minimal artifacts.",3,4,3,"Moderate Ukiyo-e influence with some color and line work, but less saturated and defined than Seedream. Structure is reasonably preserved. Some minor smudging and color bleeding artifacts."
Minimalism__pino-pinelli_pittura-r-1993__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Fails to capture minimalism; retains source colors and texture. Structure preserved but style mismatched.,5,5,5,"Perfectly applies minimalism: clean white background, bold red shapes, no artifacts. Structure and style both preserved.",3,4,4,Attempts minimalism with white background but retains pinkish tones and soft edges. Slight blur reduces clarity.
Impressionism__edouard-manet_tarring-the-boat-1873__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very low style transfer; appears as a faded, desaturated version of the source with minimal Ukiyo-e characteristics. Structure is preserved but lacks artistic stylization.",5,5,5,"Excellent Ukiyo-e style transfer with bold outlines, flat color planes, and stylized shading. Structure is well-preserved and artifacts are minimal.",2,3,2,Similar to LBM-Knee_e13; very weak style application. The image looks like a blurred or washed-out version of the source with no clear Ukiyo-e traits.
Ukiyo_e__utagawa-kunisada_not_detected_240381(1)__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Early Renaissance style; retains source’s Japanese aesthetic. Structure is preserved but lacks stylistic transformation. Artifacts include color bleeding and loss of detail.,5,5,5,"Excellent Early Renaissance style transfer with accurate lighting, texture, and composition. Structure is well-preserved and artifacts are minimal.",2,3,2,Minimal style transfer; retains source’s Japanese aesthetic. Structure is preserved but lacks stylistic transformation. Artifacts include color bleeding and loss of detail.
Minimalism__tony-smith_die-1968__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,3,Very low style transfer; cube appears frosted glass with no Ukiyo-e characteristics. Structure is preserved but lacks artistic intent.,4,5,5,"Best overall. Successfully applies a warm, painterly gradient reminiscent of Ukiyo-e color palettes while perfectly preserving the cube's geometry and floor reflection. Clean output.",1,2,1,"Failed attempt. The output is a blurry, noisy mess with no discernible structure or style. It looks like a failed inpainting or severe compression artifact."
