case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves source structure well but applies minimal impressionistic style; appears as a faded sketch with no brushwork or color variation typical of Impressionism.,1,2,2,Severely degrades structure into an indistinct smudge; lacks any recognizable impressionist technique or coherent form; high artifact presence.,5,5,5,"Excellent preservation of source architecture while applying authentic Impressionist brushwork, warm palette, and atmospheric lighting; clean output with no visible artifacts."
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint impressionistic washes applied but lack color vibrancy and brushwork detail; structure is partially preserved but overly blurred.,1,2,1,Severely degraded output; almost entirely washed out with no discernible style or structure; heavy artifacts and loss of content.,5,5,5,"Excellent impressionistic rendering with visible brushstrokes, rich color palette, and full preservation of source composition and figures; minimal artifacts."
Early_Renaissance__pisanello_stork-1430__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves bird structure well but lacks impressionistic brushwork; appears too smooth and muted.,1,2,1,Severely blurred and distorted; loses both style and structure; heavy artifacts.,5,5,5,"Excellent impressionistic texture with visible brushstrokes, preserves bird anatomy perfectly, no visible artifacts."
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic interpretation; structure is barely discernible and lacks clarity.",1,2,1,"Overly blurred and indistinct; fails to convey any meaningful style or structure, appearing as noise.",5,5,5,"Strong minimalist aesthetic with clean geometry, flat colors, and clear architectural forms; excellent preservation of source structure without artifacts."
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output; minimal stylistic interpretation of minimalism; structure partially preserved but heavily blurred.",1,2,1,Overly abstracted and indistinct; fails to convey minimalism or preserve source structure; high artifact presence.,5,5,5,"Strong minimalist aesthetic with clean geometry, flat colors, and simplified forms; source composition clearly preserved; no visible artifacts."
Early_Renaissance__pisanello_stork-1430__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out rendering; minimal stylistic abstraction; structure partially preserved but lacks clarity.",1,2,1,Overly blurred and indistinct; fails to convey minimalism or preserve structure; heavy artifacts.,5,5,5,Clean geometric abstraction with bold shapes and flat colors; perfectly preserves bird structure; no visible artifacts.
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,Seedream_repaired750,4,2,5,4,Preserves source structure well but fails to apply Rococo style; appears as a faded sketch with no ornamental or color characteristics of Rococo.,1,2,1,"Severely degraded output; almost entirely blurred and indistinct, losing both structure and any stylistic intent. No discernible Rococo features.",5,4,5,"Strongly applies Rococo aesthetic: pastel pinks, golds, ornate details, and decorative framing. Structure is preserved with minor softening. Clean, artifact-free result."
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Rococo influence; structure is partially preserved but heavily degraded by noise and blur. Artifacts dominate the image.,1,2,1,Almost no discernible Rococo style; structure is severely blurred and indistinct. High level of artifacts and loss of detail.,5,5,5,Excellent Rococo style transfer with ornate framing and soft pastel tones. Source structure is perfectly preserved. No visible artifacts.
Early_Renaissance__pisanello_stork-1430__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves bird structure well but lacks Rococo ornamentation; appears as faded sketch with aged border.,1,2,2,"Heavily blurred and smudged; structure lost, no Rococo elements, poor artifact control.",5,5,5,Excellent Rococo styling with floral motifs and ornate frame; bird structure perfectly preserved; clean output with no artifacts.
Early_Renaissance__sandro-botticelli_trinity(1)__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Moderate Ukiyo-e influence with soft washes but lacks bold outlines and flat color; structure mostly preserved but colors are muted and indistinct.,1,2,1,Severely degraded output; heavy smudging and loss of detail; no discernible Ukiyo-e style or structural integrity.,5,5,5,"Excellent Ukiyo-e styling with bold outlines, flat color fields, and stylized figures; source composition fully preserved with minimal artifacts."
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves structure well but lacks Ukiyo-e color and texture; appears as a faded sketch with minimal stylistic transfer.,1,2,1,"Severely degraded output; structure is blurred beyond recognition, no style applied, heavy artifacts dominate.",5,5,5,"Excellent Ukiyo-e style transfer with vibrant colors, bold outlines, and woodblock texture; structure fully preserved; clean output with no visible artifacts."
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out style; lacks clear Ukiyo-e characteristics. Structure is partially preserved but overly blurred. High artifact presence due to low contrast and noise.",1,2,1,Almost entirely obscured by heavy blur and smudging. No discernible Ukiyo-e style or structural detail. Severe artifacts dominate the output.,5,5,5,"Excellent Ukiyo-e style transfer with bold outlines, flat color blocks, and traditional composition. Source structure perfectly preserved. Clean, artifact-free result."
Early_Renaissance__pisanello_stork-1430__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,4,Moderate Ukiyo-e texture and color wash; structure well preserved but lacks stylistic depth.,2,3,2,Heavy blur and smearing; poor style fidelity and structural distortion.,5,5,5,"Excellent Ukiyo-e aesthetic with clean lines, appropriate color palette, and no visible artifacts."
Early_Renaissance__andrea-mantegna_maria-with-the-sleeping-child-1455__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly hazy and desaturated; loses Renaissance color richness and detail. Structure is preserved but blurred.,2,3,2,"Similar to C — washed out, low contrast, and lacks the warm tonal depth of Early Renaissance painting. Slightly more defined than C but still poor.",5,5,5,"Excellent match to target style: rich chiaroscuro, warm earth tones, soft modeling, and faithful structure. No visible artifacts or distortions."
Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Early Renaissance style with visible texture and color shifts; structure mostly preserved but slightly softened; some blotchy artifacts in background.,2,2,1,Poor style transfer — overly smudged and indistinct; structure heavily distorted; severe smearing and loss of detail throughout.,5,5,5,Excellent Early Renaissance style match with appropriate palette and brushwork; structure perfectly preserved; no visible artifacts or distortions.
Early_Renaissance__andrea-mantegna_maria-with-the-sleeping-child-1455__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style specificity; appears washed out and lacks impressionistic brushwork. Structure is somewhat preserved but blurred. Significant artifacts from over-smoothing.,2,3,2,"Similar to C, very low style specificity. Structure is preserved but heavily blurred. Artifacts from excessive smoothing and loss of detail.",5,5,5,Excellent style specificity with clear impressionistic brushstrokes and color palette. Perfect structure preservation of the source image. No visible artifacts.
Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic texture applied; structure mostly preserved but with slight softening and minor smudging around figures.,2,2,1,"Heavy over-smoothing and loss of detail; structure severely degraded, artifacts dominate, minimal style fidelity.",5,5,5,"Excellent impressionistic brushwork and color blending while perfectly preserving original composition, edges, and figure details. No visible artifacts."
Early_Renaissance__andrea-mantegna_scenes-from-the-life-of-st-james-1448-2__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,Seedream_repaired750,4,2,5,3,"Preserves structure well but lacks color and brushwork; appears washed out and gray, failing to capture Impressionist vibrancy.",1,2,1,Severely degraded output; almost entirely gray and blurry with no discernible style or structure. Fails completely.,5,4,5,Excellent Impressionist style with vibrant colors and visible brushstrokes. Structure is mostly preserved with minor softening. Clean output with no artifacts.
Early_Renaissance__andrea-mantegna_maria-with-the-sleeping-child-1455__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic reduction; structure is partially preserved but heavily blurred and low-contrast.",1,2,1,Extremely faded and indistinct; nearly loses all structure and style cues; appears as a ghostly blur with no clear artistic intent.,5,5,5,"Clean, bold minimalism with strong color blocking and simplified forms; perfectly preserves source composition while applying target style effectively."
Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic abstraction; structure partially preserved but heavily blurred; low style specificity and high artifact presence.",1,2,1,Extremely blurred and indistinct; nearly no recognizable structure or style; severe artifacts and loss of detail.,5,5,5,"Clean, bold geometric simplification matching minimalism; full structural fidelity to source; zero visible artifacts; excellent style transfer."
