case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMST_e15_style_specificity,SaMST_e15_structure_preservation,SaMST_e15_artifact_control,SaMST_e15_note,SaMAM_2250_style_specificity,SaMAM_2250_structure_preservation,SaMAM_2250_artifact_control,SaMAM_2250_note
Early_Renaissance__carlo-crivelli_saint-thomas-aquinas-1476__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,1,1,Extremely blurry and abstract; loses all structural detail and Ukiyo-e characteristics.,3,3,3,"Moderate Ukiyo-e feel with soft lines and muted tones, but structure is softened and lacks crispness.",4,4,4,Strong Ukiyo-e influence with bold outlines and flat color areas; minor artifacts in texture blending.,5,5,5,"Excellent Ukiyo-e style transfer with clear linework, stylized shading, and faithful preservation of original structure and details."
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred; loses all structure and style intent.,5,5,5,"Clean, stylized figure with strong minimalism; preserves source structure well.",3,2,2,Textured background obscures structure; partial style match.,3,4,3,Retains source structure but lacks clear minimalism; mild artifacts.
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,1,1,Abstract cloud-like texture; no structural or stylistic fidelity to Rococo or source.,5,4,4,"Strong Rococo elements: ornate columns, pastel palette, decorative motifs; structure mostly preserved with minor softening.",3,3,3,"Partial Rococo feel via color and drapery, but structure is distorted and artifacts visible in background.",4,5,5,"Excellent structure retention; subtle Rococo hints in color and framing; minimal artifacts, clean output."
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,1,1,1,Completely lost structure and style; appears as a blurred abstract wash.,4,5,4,Strong Ukiyo-e line work and flat color; excellent structure retention; minor stylization artifacts in background.,3,3,2,Partial Ukiyo-e influence but heavy texture/noise; structure distorted; poor artifact control.,5,4,5,Excellent Ukiyo-e aesthetic with clean lines and flat tones; structure well preserved; minimal artifacts.
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,"Severely degraded; style is lost in noise, structure collapsed, artifacts dominate.",5,5,5,Excellent Early Renaissance style transfer with clean structure and no visible artifacts.,3,3,3,Moderate style fidelity; some structural distortion and mild artifacts present.,4,4,4,Strong style and structure; minor artifacts but overall high quality.
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Impressionism,Early_Renaissance,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,1,1,Overly blurred and abstract; loses all structural detail and fails to convey Impressionist brushwork or color harmony.,3,4,3,Retains figure structure well but applies a generic painterly filter rather than true Impressionist style; slight color bleeding.,4,3,3,"Strong Impressionist palette and loose brushwork, but figures are distorted and spatial relationships are compromised.",5,5,5,"Excellent balance: preserves original composition and figure integrity while applying authentic Impressionist color, light, and brushstroke techniques with minimal artifacts."
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,3,3,"Overly blurred and washed out; minimalism not clearly expressed, structure partially preserved but details lost.",5,4,4,Strong minimalist abstraction with bold colors and simplified forms; retains key figure outlines and composition.,3,2,2,Heavy grid-like artifacts distort structure; minimalism attempted but execution is noisy and unclear.,4,5,5,Preserves original structure well; applies subtle minimalism via muted tones and soft edges without major artifacts.
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Rococo,Early_Renaissance,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,1,1,1,"Completely obscured by heavy, chaotic artifacts; no discernible style or structure.",3,4,3,Moderate Rococo flair with soft colors and decorative elements; structure mostly preserved but some blurring and color bleeding present.,4,5,4,Strong Rococo styling with ornate details and pastel tones; excellent structure retention; minor color shifts and slight softening.,5,5,5,"Exemplary Rococo style with rich ornamentation, vibrant yet harmonious colors, and flawless structural fidelity; virtually no artifacts."
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,1,2,1,Extremely blurry and indistinct; no discernible Ukiyo-e style or structural fidelity.,3,4,3,Moderate Ukiyo-e influence with visible line work; structure mostly preserved but some color bleeding and soft edges.,4,4,4,Strong Ukiyo-e aesthetic with bold outlines and flat colors; good structure retention with minor smudging.,5,5,5,"Excellent Ukiyo-e style transfer with crisp lines, traditional color palette, and full structural integrity; minimal artifacts."
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,2,1,Overly blurred and abstract; loses architectural detail and stylistic coherence.,3,3,3,Circular framing distorts composition; moderate style transfer but lacks Renaissance texture.,3,2,2,Stylized with visible brushwork but introduces unnatural color shifts and structural warping.,5,5,5,"Faithfully replicates Early Renaissance palette, texture, and composition with minimal artifacts."
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Extremely blurry and abstract; loses all structural detail and barely conveys Impressionist style.,5,5,5,Strong Impressionist brushwork and color palette; preserves source structure well with minimal artifacts.,4,3,3,Good stylistic rendering but some structural distortion and mild color bleeding artifacts.,3,4,4,Moderate Impressionist feel; structure mostly preserved but lacks vibrant brushstroke texture.
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,3,Overly blurred and abstract; loses all structural detail and minimalism intent.,5,5,5,"Perfectly captures minimalism with clean geometry, flat colors, and preserved composition.",3,3,4,Textured and noisy; partially retains structure but lacks clean minimalism.,2,4,3,Retains structure but adds ornate details; contradicts minimalism style.
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Rococo,Early_Renaissance,Rococo,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,Overly blurred and muddy; loses both Rococo elegance and structural clarity.,3,5,4,Strong structural fidelity with soft pastel tones; lacks ornate Rococo detail but clean execution.,4,4,3,Good Rococo flavor with decorative elements; slight over-saturation and minor structural distortion.,5,4,5,"Best balance: rich Rococo ornamentation, preserved architecture, and minimal artifacts."
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,2,1,Extremely blurry and indistinct; no discernible Ukiyo-e style or structure.,5,5,5,"Excellent Ukiyo-e style with clear linework, flat color planes, and compositional fidelity to source.",4,4,4,Strong Ukiyo-e influence but slightly less crisp than D; minor structural softness in architectural details.,3,3,3,"Partial Ukiyo-e styling with some stylization, but retains too much photographic realism and has minor artifacts."
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Extremely blurry and washed out; loses nearly all stylistic and structural detail.,3,5,5,"Cleanest output with strong structural fidelity and minimal artifacts, though style is somewhat muted.",3,3,3,Moderate style transfer with visible smudging and color bleeding; structure partially preserved.,5,4,4,Strongest Early Renaissance style match with good structure and acceptable artifact levels.
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and washed out; loses both structure and stylistic detail.,5,5,5,Strong Impressionist brushwork with clear structure and minimal artifacts.,4,3,3,Good color and style but some structural distortion and minor artifacts.,3,4,4,Moderate style transfer with preserved structure but less vivid Impressionist feel.
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,3,"Overly blurred, loses all structure and style intent; appears as noise rather than minimalism.",5,5,5,Clean geometric abstraction with clear silhouette forms; preserves source composition while applying minimalist style effectively.,3,2,2,Textured grid overlay obscures structure; style is ambiguous and introduces visual artifacts.,2,3,2,Retains too much original detail; lacks minimalist reduction and shows smudging artifacts.
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,Seedream_repaired750,4,2,5,3,Preserves source structure well but lacks Rococo styling; appears blurred and indistinct.,5,4,5,"Strong Rococo aesthetic with ornate framing, soft pastels, and elegant composition; minimal artifacts.",4,3,4,Rococo elements present but slightly muted; some structural distortion and minor smudging.,3,4,3,Moderate Rococo influence; retains structure but shows noticeable texture artifacts and color bleeding.
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,1,2,1,Extremely blurry and lacks any Ukiyo-e characteristics; structure is nearly lost.,4,3,3,"Strong Ukiyo-e style with bold lines and flat colors, but some structural distortion and minor artifacts.",3,4,4,"Good structure preservation and moderate Ukiyo-e style, but less stylized than D or F.",5,5,5,"Excellent Ukiyo-e style with clear lines, flat colors, and well-preserved structure; minimal artifacts."
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,3,2,Overly blurred and painterly; loses structural clarity and Renaissance detail.,3,4,3,Moderate style transfer with preserved structure but slight color distortion and soft edges.,4,4,3,"Good stylistic match to Early Renaissance, but some over-saturation and minor edge artifacts.",5,5,5,Excellent preservation of original structure with accurate Early Renaissance color palette and texture; minimal artifacts.
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Impressionism,Early_Renaissance,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,1,1,Overly blurred and abstract; loses nearly all structural detail and stylistic coherence.,4,4,4,Strong Impressionist brushwork with good figure and architectural retention; minor softening in background.,3,3,3,Moderate style transfer; some color shifts and slight distortion in figures and arches.,5,5,5,Excellent balance: Impressionist texture applied without compromising composition or introducing artifacts.
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Minimalism,Early_Renaissance,Minimalism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,1,1,"Overly blurred, loses all structure and style intent; appears as noise rather than minimalism.",3,4,3,Retains structure but adds non-minimalist color blocks; artifacts from stylization reduce cleanliness.,2,3,2,Sketchy lines suggest minimalism but lack cohesion; structural elements are fragmented and noisy.,5,5,5,"Clean, simplified forms with muted palette; preserves original composition while achieving true minimalism."
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Rococo,Early_Renaissance,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,3,2,Heavy blur and smudging obscure structure; minimal Rococo detail or elegance.,4,4,4,Good Rococo color palette and softness; structure mostly preserved with minor softening.,3,3,3,Moderate Rococo feel but muted tones; some structural loss in figures and background.,5,5,5,"Excellent Rococo styling with ornate details, soft lighting, and full structural fidelity; no visible artifacts."
