case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,EdgeGated_e03_style_specificity,EdgeGated_e03_structure_preservation,EdgeGated_e03_artifact_control,EdgeGated_e03_note
Minimalism__pino-pinelli_pittura-r-1993__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Minimal style transfer; background remains flat and unstyled. Structure preserved but lacks architectural context. No artifacts, but also no stylistic integration.",5,5,5,"Excellent Early Renaissance style: adds classical architecture, columns, arches, and decorative elements matching target. Source object (red ovals) preserved in position and form. Clean edges, no distortion or noise.",3,4,4,"Adds subtle architectural framing (columns, baseboard) but lacks rich detail of target. Style is muted and incomplete. Structure well-preserved. Minor softening artifacts near edges."
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears faded and lacks Rococo characteristics. Structure is preserved but overly blurred.,5,5,5,Excellent Rococo style transfer with ornate background and soft lighting. Structure is perfectly preserved with no artifacts.,2,3,2,"Similar to LBM, this output is very faint and lacks clear style transfer. Structure is preserved but suffers from low contrast and blurriness."
Ukiyo_e__utagawa-toyokuni_the-heian-courtier__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,EdgeGated_e03,4,2,4,3,Minimal style transfer; mostly preserves original line art with slight color wash. Lacks impressionistic brushwork or texture.,5,3,3,"Strong impressionistic rendering with visible brushstrokes, color blending, and atmospheric effects. Structure is somewhat softened but still recognizable.",3,5,5,"Excellent structure preservation and clean output, but style transfer is subtle — more like a faded watercolor than true Impressionism. Minimal artifacts."
Early_Renaissance__pisanello_stork-1430__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out rendering; minimal stylistic interpretation; structure partially preserved but lacks clarity; artifacts from low contrast and noise.",5,5,5,"Strong minimalism: clean geometric shapes, flat colors, bold outlines; structure perfectly preserved; no visible artifacts.",3,4,3,Moderate minimalism with soft gradients; structure well preserved; slight smudging and edge bleeding introduce minor artifacts.
Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Renaissance style; structure partially preserved but distorted; noticeable artifacts and blending issues.,5,5,5,Strong Early Renaissance style fidelity; excellent structure preservation; minimal artifacts.,2,3,2,Poor style transfer; structure mostly intact but with heavy artifacts and unnatural blending.
Rococo__louise-elisabeth-vigee-le-brun_the-bather-1792__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint Rococo-like softness but lacks ornamental detail; structure preserved but overly blurred and hazy.,5,5,5,"Excellent Rococo styling with ornate frame, soft pastel tones, and faithful structure; minimal artifacts.",3,4,3,"Moderate Rococo feel with some softness and color, but lacks decorative elements; slight smudging around edges."
Minimalism__ellsworth-kelly_diagonal-1951__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly preserves source structure with faint texture. Lacks Ukiyo-e characteristics.,5,5,5,Excellent Ukiyo-e style match with appropriate paper texture and color tone. Structure preserved perfectly. No visible artifacts.,2,4,4,Very subtle style application; nearly identical to source. Preserves structure well but lacks stylistic depth.
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,EdgeGated_e03,4,2,3,3,Very faint style transfer; lacks clear Ukiyo-e characteristics. Structure is preserved but overly blurred. Minimal artifacts but low fidelity to target style.,5,4,4,"Strong Ukiyo-e style with bold colors, flat shading, and stylized clouds. Structure is well-preserved with minor softening. Few artifacts; best overall style match.",3,5,5,Structure is sharply preserved with clean edges. Style is muted and hazy — some Ukiyo-e color palette present but not strongly rendered. Very few artifacts.
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style fidelity; appears washed out and lacks Rococo ornamentation. Structure is partially preserved but blurred. Heavy artifacts and noise dominate.,5,5,5,"Excellent Rococo style transfer with ornate details, pastel palette, and gilded textures. Source structure (architectural facade) is well preserved. Minimal artifacts; clean output.",2,3,2,"Similar to LBM-Knee_e13 — poor style capture, heavy blurring, and artifacting. Structure is faintly visible but degraded. Fails to convey Rococo aesthetics."
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; lacks Renaissance texture and detail. Structure is preserved but heavily degraded by blur artifacts.,5,5,5,"Excellent match to Early Renaissance style with appropriate skin tones, lighting, and background elements. Structure is perfectly preserved with no visible artifacts.",3,4,3,Better than LBM but still too hazy and low-contrast. Lacks the richness of the target style. Some structural integrity remains but edges are soft.
Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly grayscale with faint color washes. Structure preserved but lacks Ukiyo-e characteristics.,5,5,5,"Excellent Ukiyo-e style match: bold colors, flat shading, decorative elements. Source structure well preserved with no visible artifacts.",2,4,3,"Similar to LBM — minimal stylistic change, mostly monochrome with smudged edges. Structure intact but no clear Ukiyo-e traits."
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Rococo influence; mostly grayscale with minimal color or ornamental detail. Structure is preserved but lacks texture and depth. Heavy vignetting and low contrast reduce visual fidelity.,5,5,5,"Excellent Rococo styling: rich pastel palette, ornate frame, luxurious fabric textures, and soft lighting. Source structure (face, fur hat, pose) is perfectly preserved. No visible artifacts; clean edges and natural blending.",2,4,3,Structure well-preserved with clear facial features and hat shape. Minimal Rococo styling — mostly monochrome with slight sepia tone. Some edge artifacts and uneven tonal transitions reduce overall quality.
Ukiyo_e__utagawa-kuniyoshi_tsuchigumo__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,EdgeGated_e03,4,2,3,3,Minimal style transfer; mostly preserves original image with slight color shifts. No clear impressionistic texture or brushwork.,5,4,4,Strong impressionistic rendering with visible brushstroke-like textures and soft blending. Structure largely preserved with minor distortions in background details.,3,5,5,Excellent structure and artifact control but weak style transfer — appears nearly identical to source with only subtle color adjustments. Lacks impressionistic texture.
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint style transfer; Ukiyo-e elements barely visible. Structure preserved but washed out. Heavy artifacts from over-smoothing and low contrast.,5,5,5,"Excellent Ukiyo-e style: bold outlines, flat color blocks, stylized background. Perfect structure preservation with clean edges. No visible artifacts.",2,4,3,Structure well preserved but style transfer is extremely weak — nearly identical to source. Minimal artifacts but also minimal stylistic change.
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply Early Renaissance style; appears as a faded, ghostly overlay with no stylistic coherence. Structure is partially preserved but heavily distorted by artifacts.",5,5,5,"Excellent match to Early Renaissance style with appropriate color palette, texture, and framing. Source structure is perfectly preserved within the new stylistic frame. No visible artifacts.",2,3,2,"Similar to LBM-Knee_e13; fails to apply style meaningfully. Shows ghostly figures and structural distortion with noticeable artifacts, lacking stylistic intent."
Minimalism__yves-gaucher_traces-2000__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,EdgeGated_e03,4,2,3,3,Minimal style transfer; mostly blank with faint line. Structure preserved but no impressionistic texture or color.,5,4,4,Strong impressionistic brushwork and color palette applied. Line structure retained with minor blending artifacts.,3,5,5,"Excellent structure preservation and clean output. Style transfer is subtle — mostly white with slight tonal variation, lacking full impressionist texture."
Minimalism__robert-ryman_surface-veil-1970__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,Fails to apply any Ukiyo-e style; output is nearly identical to source with no stylistic transformation. Structure is preserved but irrelevant due to lack of style.,5,4,5,"Successfully applies Ukiyo-e aesthetic with appropriate color palette, framing, and texture. Structure of the paper is preserved within the stylized frame. Clean output with minimal artifacts.",1,2,1,No visible style transfer applied; output is visually identical to source. Fails to incorporate any Ukiyo-e characteristics.
Early_Renaissance__andrea-mantegna_adoration-of-the-magi-central-panel-from-the-altarpiece__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Very washed-out, lacks Ukiyo-e color and line quality; structure is somewhat preserved but overly blurred.",5,5,5,"Excellent Ukiyo-e style transfer with vibrant colors, clear lines, and faithful preservation of source composition and details.",3,4,4,Moderate style transfer; retains structure well but lacks the bold lines and saturated colors typical of Ukiyo-e.
Minimalism__pino-pinelli_pittura-r-1993__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Fails to capture minimalism; output is washed out and lacks the bold color contrast of the target. Structure is preserved but colors are muted.,5,5,5,"Perfectly captures the high-contrast, bold aesthetic of the target reference while maintaining the exact geometry of the source.",2,4,4,"Preserves structure well but fails to apply the target style, resulting in a pale, washed-out appearance similar to the LBM output."
Impressionism__edouard-manet_tarring-the-boat-1873__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out style; lacks Ukiyo-e color and line quality. Structure is preserved but overly blurred. Heavy artifacts from over-smoothing.",5,5,5,"Excellent Ukiyo-e style transfer with bold lines, flat colors, and stylized shading. Structure is well-preserved with no visible artifacts. Best overall result.",3,4,3,Moderate Ukiyo-e influence with some color flattening and edge emphasis. Structure is mostly intact but slightly distorted. Some minor artifacts in texture blending.
