case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,Hold4TwoStage_e02_style_specificity,Hold4TwoStage_e02_structure_preservation,Hold4TwoStage_e02_artifact_control,Hold4TwoStage_e02_note
Early_Renaissance__pisanello_stork-1430__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Faint, washed-out rendering; minimal style transfer, structure preserved but lacks clarity or intentional simplification.",5,5,5,Clean geometric abstraction with bold shapes and flat colors; faithfully preserves bird anatomy while fully embracing minimalism.,2,2,2,Overly blurred and indistinct; fails to convey either source structure or target style clearly; high artifact presence.
Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Renaissance style; structure partially preserved but distorted; noticeable artifacts and color bleeding.,5,5,5,Excellent Early Renaissance style transfer; source structure well preserved; minimal artifacts.,2,2,2,Poor style match; structure heavily distorted; significant artifacts and loss of detail.
Rococo__louise-elisabeth-vigee-le-brun_the-bather-1792__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,"Moderate Rococo softness and color, but lacks ornamental framing and vibrancy; structure preserved but style feels muted.",5,5,5,"Excellent Rococo emulation: pastel palette, ornate frame, soft brushwork, and faithful pose/content preservation with no visible artifacts.",2,3,2,Overly blurred and washed-out; loses facial detail and structural clarity; minimal Rococo character despite some color shift.
Minimalism__ellsworth-kelly_diagonal-1951__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Faint, washed-out style; line preserved but lacks Ukiyo-e texture/color. Minimal artifacts but poor stylistic fidelity.",5,5,5,"Excellent Ukiyo-e aesthetic: warm beige background, subtle texture, clean diagonal line, and small seal stamp. Perfect structure and no artifacts.",3,3,2,Line distorted into dotted pattern; background overly smooth and artificial. Some stylistic intent but heavy artifacts and structural degradation.
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed out, lacks Ukiyo-e color and line quality; structure is somewhat preserved but blurred.",5,5,5,"Excellent Ukiyo-e style transfer with bold lines, flat colors, and clear composition; minimal artifacts.",2,3,2,Overly hazy and desaturated; fails to capture Ukiyo-e characteristics; structure is faintly visible but degraded.
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,"Severely degraded; structure is nearly lost and style is vague, with heavy blurring and noise artifacts.",5,5,5,Excellent Rococo style transfer with strong color palette and ornate detailing; source architecture structure is well preserved with minimal artifacts.,2,1,1,"Similar to LBM-Knee_e13; structure is almost entirely lost, style is indistinct, and output suffers from heavy blurring and patchy artifacts."
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed-out; lacks Renaissance texture and detail. Structure is preserved but style is weak.,5,5,5,"Excellent match to Early Renaissance style with appropriate tonal range, brushwork simulation, and structural fidelity. Minimal artifacts.",3,2,2,Style is somewhat present but overly diffuse and smudged. Facial features are distorted and structure is poorly preserved.
Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out output; minimal color and texture transfer; structure barely visible due to low contrast.",5,5,5,"Excellent Ukiyo-e style transfer with rich colors, clear linework, and faithful preservation of source composition and details.",1,2,1,Overly blurred and abstracted; loses nearly all structural detail and style cues; appears as a smudged grayscale wash.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal Rococo styling; structure is preserved but lacks detail and color fidelity.",5,5,5,"Excellent Rococo style transfer with rich colors, ornate framing, and faithful preservation of source structure and facial features.",1,2,1,"Highly degraded output; structure is barely recognizable, no discernible style, and severe artifacts obscure content."
Ukiyo_e__utagawa-kuniyoshi_tsuchigumo__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves structure well but lacks impressionistic texture; appears washed out and flat.,5,5,5,"Excellent impressionistic brushwork, strong color fidelity, and clean structure with minimal artifacts.",2,3,2,Overly faded and noisy; structure is blurred and impressionistic style is weak.
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out output; style is barely perceptible and structure is blurred. Poor artifact control with significant loss of detail.",5,5,5,"Excellent Ukiyo-e style transfer with clear woodblock aesthetic, strong color gradients, and precise preservation of the source figure and architecture. Minimal artifacts.",2,2,2,"Extremely faded and low-contrast output. Style is nearly absent, structure is heavily degraded, and artifacts dominate the image. Very poor performance."
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Poor style transfer; figures are ghostly and indistinct, lacking Renaissance texture or color fidelity. Structure is partially preserved but heavily distorted by artifacts.",5,5,5,"Excellent match to Early Renaissance style: rich colors, clear figures, architectural framing, and painterly texture. Structure is well-preserved with no visible artifacts.",3,4,3,"Moderate style transfer with some Renaissance-like tones and composition, but figures remain blurry and washed out. Some structural integrity retained, but low contrast and smudging reduce quality."
Minimalism__yves-gaucher_traces-2000__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,3,Minimal style transfer; mostly blank with faint line. Structure preserved but no impressionistic texture or color.,5,5,5,Strong impressionistic brushwork and color palette applied while preserving the horizontal line structure. Clean output with no visible artifacts.,3,3,2,"Some soft blending and muted tones suggest impressionism, but structure is blurred and a bright horizontal artifact disrupts the line."
Minimalism__robert-ryman_surface-veil-1970__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,4,3,Preserves source structure well but fails to apply Ukiyo-e style; output is nearly identical to source with no stylistic transformation.,5,5,5,"Excellent Ukiyo-e style transfer with clear compositional elements (mountains, sea, sky) matching target reference. Structure preserved cleanly with minimal artifacts.",2,3,2,Shows some color and texture hints of Ukiyo-e but heavily blurred and distorted. Structure is partially preserved but obscured by noise and smearing artifacts.
Early_Renaissance__andrea-mantegna_adoration-of-the-magi-central-panel-from-the-altarpiece__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Very faint, washed-out style; lacks Ukiyo-e color and line quality. Structure is somewhat preserved but overly blurred.",5,5,5,"Excellent Ukiyo-e style transfer with bold lines, vibrant colors, and clear compositional fidelity to source. Minimal artifacts.",3,4,2,Moderate style adoption but suffers from heavy noise and smudging artifacts. Structure is recognizable but degraded by processing.
Minimalism__pino-pinelli_pittura-r-1993__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Fails to apply minimalism; retains source colors and texture. Structure preserved but style absent.,5,5,5,Perfectly applies minimalism with clean white background and bold red shapes. Preserves layout exactly. No artifacts.,3,4,4,Applies minimalism via desaturation and blur. Structure mostly preserved but softened. Slight halo artifacts at edges.
Impressionism__edouard-manet_tarring-the-boat-1873__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; output is washed out and lacks Ukiyo-e characteristics. Structure is somewhat preserved but blurred. Heavy artifacts and loss of detail.,5,5,5,"Excellent Ukiyo-e style transfer with bold lines, flat colors, and stylized forms. Structure is perfectly preserved. No visible artifacts.",1,2,1,"Fails to apply style; appears as a noisy, overexposed version of the source. Structure is heavily distorted. Severe artifacts and blurring throughout."
Ukiyo_e__utagawa-kunisada_not_detected_240381(1)__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to capture Early Renaissance style; appears as a faded, washed-out version of the source with no stylistic adaptation. Structure is partially preserved but heavily degraded by artifacts.",5,5,5,"Excellent transfer of Early Renaissance style (tonal modeling, chiaroscuro, compositional balance) while perfectly preserving the source’s structure and人物 poses. No visible artifacts.",1,1,1,"Complete failure — output is nearly blank, with only faint ghostly traces of the source. No style transfer achieved, structure obliterated, and severe artifacting present."
Minimalism__tony-smith_die-1968__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,3,Very low style transfer; cube appears desaturated and washed out with no Ukiyo-e characteristics. Structure is well preserved but lacks artistic intent.,5,5,5,"Excellent style transfer with warm, painterly tones reminiscent of Ukiyo-e woodblock prints. Cube structure is perfectly maintained with clean edges and no artifacts.",3,2,1,"Moderate style attempt with soft shading, but severe artifacts blur the cube’s geometry. Edges are indistinct and structure is poorly preserved."
Ukiyo_e__utagawa-kuniyoshi_woman-seated-under-a-cherry-blossoms__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Fails to capture minimalism; retains too much detail and color from source. Structure is partially preserved but blurred. Artifacts include smudging and loss of edge definition.,5,5,5,"Excellent minimalism: simplified forms, muted palette, clean composition. Structure perfectly preserved with stylized elegance. No visible artifacts.",3,2,4,Partial minimalism achieved — background simplified but figure remains overly detailed. Structure is distorted (figure appears melted). Low artifacts but poor structural fidelity.
Early_Renaissance__benozzo-gozzoli_madonna-and-child-1485__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,4,4,3,"Good stylistic fidelity and structure, but slight color bleeding and minor artifacts in halo and drapery.",5,5,5,"Excellent match to Early Renaissance style, perfect structural alignment, and clean output with no visible artifacts.",2,2,1,"Poor style transfer, heavily distorted structure, and severe smearing/artifacts throughout the image."
